3.0265169	2092.8750006	0.0033857	0.7550512	2.9556919	
3.0266993	2092.3398494	0.0033854	0.7550298	2.9554931	
3.0280299	2092.2458764	0.0033863	0.7553680	2.9562035	
3.0268008	2092.6975883	0.0033853	0.7551326	2.9553294	
3.0269480	2092.3963188	0.0033852	0.7551366	2.9552722	
2.9886723	2100.0397792	0.0033227	0.7429666	2.9007034	
2.9879667	2100.9560787	0.0033216	0.7427127	2.8998000	
2.9953226	2095.5559932	0.0033331	0.7446615	2.9097805	
2.9984856	2094.5249770	0.0033357	0.7454078	2.9120353	
2.9977455	2095.0181687	0.0033358	0.7452341	2.9121122	
2.9915256	2095.8999528	0.0033270	0.7437807	2.9045109	
2.9905429	2098.4751096	0.0033263	0.7434931	2.9038522	
2.9907863	2097.2551062	0.0033267	0.7436564	2.9042398	
2.9909999	2097.0859629	0.0033269	0.7437043	2.9043872	
2.9925359	2100.7040853	0.0033195	0.7423869	2.8979533	
2.9869407	2102.1571094	0.0033129	0.7411882	2.8921762	
2.9871511	2102.0737531	0.0033128	0.7411593	2.8920956	
2.9850596	2102.3948384	0.0033106	0.7406557	2.8901196	
2.9840624	2102.9170720	0.0033093	0.7403692	2.8890425	
2.9817306	2107.2138766	0.0033061	0.7396297	2.8862447	
2.9834902	2105.5960701	0.0033084	0.7401230	2.8881930	
3.0286345	2086.3071886	0.0033925	0.7560594	2.9616172	
3.0273979	2086.8749834	0.0033912	0.7558028	2.9605400	
3.0288258	2086.0952674	0.0033920	0.7559903	2.9611843	
3.0333646	2083.0159421	0.0033979	0.7570208	2.9663550	
3.0324327	2083.5264511	0.0033971	0.7568538	2.9656248	
3.0322360	2084.8979384	0.0033939	0.7565080	2.9628647	
3.0280227	2087.1514706	0.0033901	0.7554444	2.9595777	
3.0255847	2087.6023643	0.0033870	0.7549119	2.9568227	
3.0317241	2084.0522149	0.0033964	0.7566932	2.9650620	
2.9836677	2107.4532123	0.0033083	0.7400760	2.8881136	
3.0292521	2087.2773032	0.0033936	0.7562729	2.9625777	
3.0280943	2088.0132761	0.0033924	0.7559536	2.9615465	
3.0275520	2091.3602206	0.0033898	0.7554830	2.9592873	
3.0318650	2087.1296316	0.0033945	0.7563601	2.9634235	
3.0332912	2087.0681638	0.0033960	0.7566798	2.9646683	
3.0337261	2083.4674159	0.0033985	0.7571411	2.9668879	
3.0341766	2086.2426881	0.0033965	0.7570772	2.9651632	
3.0302394	2088.0105134	0.0033928	0.7560124	2.9619195	
3.0288522	2088.1340339	0.0033914	0.7556907	2.9606597	
3.0331522	2084.2265972	0.0033981	0.7570529	2.9665658	
3.0318414	2084.4213282	0.0033968	0.7567524	2.9654030	
3.0279611	2089.6021708	0.0033870	0.7552961	2.9568474	
3.0310667	2087.7938537	0.0033933	0.7562531	2.9623903	
3.0286341	2089.4168280	0.0033876	0.7554093	2.9573958	
3.0265169	2092.8750006	0.0033857	0.7550512	2.9556919	
3.0266993	2092.3398494	0.0033854	0.7550298	2.9554931	
3.0280299	2092.2458764	0.0033863	0.7553680	2.9562035	
3.0268008	2092.6975883	0.0033853	0.7551326	2.9553294	
3.0269480	2092.3963188	0.0033852	0.7551366	2.9552722	
2.9886723	2100.0397792	0.0033227	0.7429666	2.9007034	
2.9879667	2100.9560787	0.0033216	0.7427127	2.8998000	
2.9953226	2095.5559932	0.0033331	0.7446615	2.9097805	
2.9984856	2094.5249770	0.0033357	0.7454078	2.9120353	
2.9977455	2095.0181687	0.0033358	0.7452341	2.9121122	
2.9915256	2095.8999528	0.0033270	0.7437807	2.9045109	
2.9905429	2098.4751096	0.0033263	0.7434931	2.9038522	
2.9907863	2097.2551062	0.0033267	0.7436564	2.9042398	
2.9909999	2097.0859629	0.0033269	0.7437043	2.9043872	
2.9925359	2100.7040853	0.0033195	0.7423869	2.8979533	
2.9869407	2102.1571094	0.0033129	0.7411882	2.8921762	
2.9871511	2102.0737531	0.0033128	0.7411593	2.8920956	
2.9850596	2102.3948384	0.0033106	0.7406557	2.8901196	
2.9840624	2102.9170720	0.0033093	0.7403692	2.8890425	
3.8108808	inf	2567.3986318	0.0041901	0.9430359	3.6579218	
3.8088896	inf	2574.0745954	0.0041781	0.9410863	3.6474728	
3.8048871	inf	2575.0700721	0.0041695	0.9384379	3.6399902	
3.7942837	inf	2581.2258841	0.0041567	0.9351554	3.6288266	
3.7912453	inf	2577.5967925	0.0041596	0.9362557	3.6313223	
3.7897457	inf	2585.5561418	0.0041565	0.9350836	3.6286408	
3.8017067	inf	2574.2739148	0.0041733	0.9395816	3.6432815	
3.7954928	inf	2576.2787705	0.0041739	0.9387531	3.6438262	
3.7960830	inf	2568.4508094	0.0041843	0.9414094	3.6529024	
3.8222827	inf	2562.5209581	0.0042098	0.9459778	3.6751640	
3.8038868	inf	2573.7801618	0.0041918	0.9410936	3.6594092	
3.8047785	inf	2562.7752271	0.0041932	0.9430010	3.6606217	
6.5681465	11712.4916692	4875.3841510	0.0075924	1.5612888	6.6281673	
4.4727511	4128806.0730167	3160.7127331	0.0049634	1.0870898	4.3330257	
4.1871889	4659094.4664958	2984.1151588	0.0046245	1.0214768	4.0372019	
4.0248500	4727033.2771890	2867.2658908	0.0044303	0.9858926	3.8676261	
4.1392642	4727032.7724630	2945.7980252	0.0045665	1.0107003	3.9865192	
4.4726201	3918585.1423154	3199.3207525	0.0049775	1.0870528	4.3453889	
4.1772689	4727029.7088248	2977.8066537	0.0046124	1.0190874	4.0266209	
4.1774060	4725944.5522144	2977.9538641	0.0046126	1.0191174	4.0267677	
4.4836923	4087757.2069463	3169.9708481	0.0049793	1.0892962	4.3469507	
4.2019214	4577015.0646792	2998.0564648	0.0046427	1.0247701	4.0530918	
5.6066583	3110146.2813340	3937.3570261	0.0062870	1.3477405	5.4885355	
4.1379549	4727032.8658019	2943.2326235	0.0045663	1.0107703	3.9864178	
4.1772719	4727001.8477282	2977.8103048	0.0046124	1.0190879	4.0266236	
4.1852853	4673136.0446207	2986.1513527	0.0046224	1.0208521	4.0353130	
4.1336249	4727032.4076702	2908.5482346	0.0045545	1.0112261	3.9760364	
4.1217492	4727032.8916849	2923.0893812	0.0045464	1.0070670	3.9690393	
4.1773726	4726295.8452836	2977.9163187	0.0046125	1.0191101	4.0267322	
4.1864335	4673136.0438149	2986.8889724	0.0046236	1.0211113	4.0364284	
5.1845164	3110146.4371310	3688.1211665	0.0058839	1.2523428	5.1366636	
5.3287183	510523.3321566	4033.7551553	0.0061117	1.2813100	5.3354741	
3.8615134	7002598.3149103	2680.5992149	0.0042411	0.9508886	3.7024950	
4.9484331	3305308.1868317	3502.3211578	0.0055831	1.1983538	4.8740203	
4.2219961	4136202.1695751	3034.2582999	0.0046657	1.0281894	4.0731997	
3.8580236	7002598.2863640	2689.3971916	0.0042350	0.9491655	3.6971709	
3.8614077	6942483.1632360	2685.0841336	0.0042404	0.9506064	3.7018895	
3.8646925	6960038.8279779	2634.5331802	0.0042535	0.9535637	3.7132641	
3.8972518	6623107.7236384	2645.4858441	0.0042760	0.9600133	3.7329768	
3.8329804	7002598.5413179	2618.4914971	0.0042160	0.9463325	3.6805515	
3.8819892	5798016.4214703	2685.1986635	0.0042542	0.9535128	3.7138763	
3.8727001	6628988.5893252	2698.5099915	0.0042481	0.9519549	3.7085994	
5.5168327	178248.7461184	4222.7789778	0.0063513	1.3222101	5.5446714	
3.8341143	7459911.1071946	2670.3988223	0.0042126	0.9450808	3.6775788	
3.9742898	5705207.8726826	2777.6280552	0.0043670	0.9741986	3.8123642	
4.0730640	5250731.1298269	2863.2310595	0.0044852	0.9961614	3.9155558	
4.0172042	5436058.1345033	2815.1910348	0.0044189	0.9836168	3.8576682	
3.9841761	5687228.3955108	2785.5390771	0.0043788	0.9763841	3.8226974	
3.9683912	5797733.6667121	2773.6427832	0.0043599	0.9729062	3.8061740	
3.9683659	5798013.6528957	2773.6207682	0.0043598	0.9729010	3.8061485	
4.0191116	5422136.1610507	2816.8643916	0.0044203	0.9840057	3.8588840	
4.0082318	5488582.7243122	2804.0208627	0.0044074	0.9816826	3.8476845	
